dataset,method,fold,experiment_seed,seed,n_train,n_validation,epochs,batch_size,learning_rate,model_training_time,device,initial_training_loss,final_training_loss,training_loss_change,train_accuracy,train_balanced_accuracy,train_macro_f1,train_weighted_f1,validation_accuracy,validation_balanced_accuracy,validation_macro_f1,validation_weighted_f1,n_features,feature_extraction_time,classifier_training_time,extractor_train_time,extractor_train_fitness,program,train_precision,train_recall,validation_precision,validation_recall
FEI,gp_modified,2,42,43,112,28,,,,,,,,,1.0,1.0,1.0,1.0,0.9642857142857144,0.9666666666666666,0.965714285714286,0.9632653061224488,778.0,12.76014870009385,0.0501304999925196,12.383090019226074,99.13,"FC4(SIFT(Image), RIF_R(LoG1_R(Min_R(Min_R(RegionS(Mean(Image), 56, 23, 43))))), Hist(Image), HOG(Image))",,,,
FEI,gp_modified,3,42,44,112,28,,,,,,,,,1.0,1.0,1.0,1.0,0.9642857142857144,0.9666666666666666,0.965714285714286,0.9632653061224488,261.0,11.771689599845558,0.0452153999358415,11.324673652648926,100.0,"FC4(Hist_R(Max_R(Sobel_R(Min_R(Min_R(Max_R(LoG2_R(Med_R(Mean_R(Mean_R(Mean_R(Lap_R(LoG2_R(LoG2_R(Med_R(SobelX_R(Gau_R(Lap_R(Min_R(Gau_R(RegionS(Image, 20, 41, 1), 1))), 1))))))))))))))))), RIF(Mean(Image)), uLBP(Mean(Image)), SIFT(Gau(Image, 3)))",,,,
FEI,gp_modified,4,42,45,112,28,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,804.0,10.595837999833748,0.0416894000954926,10.268692255020142,100.0,"FC4(HOG(Image), Hist(Sobel(Gau(Lap(Image), 1))), SIFT_R(RegionS(SobelX(Lap(Image)), 18, 11, 23)), HOG_R(Sobel_R(LoG1_R(SobelY_R(LoG1_R(Lap_R(Sobel_R(LoG2_R(RegionS(SobelY(Image), 31, 17, 17))))))))))",,,,
FEI,gp_modified,5,42,46,112,28,,,,,,,,,1.0,1.0,1.0,1.0,0.8928571428571429,0.8833333333333332,0.8833333333333332,0.8869047619047619,269.0,8.359188199974597,0.0263044000603258,8.078531503677368,99.13,"FC4(DIF(Med(LoG2(SobelX(Image)))), Hist_R(RegionS(Image, 41, 3, 15)), uLBP(SobelX(Gau(Lap(Image), 1))), SIFT_R(Med_R(Max_R(Mean_R(Lap_R(RegionS(Image, 41, 3, 15)))))))",,,,
FEI,gp_modified,1,43,43,112,28,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,778.0,17.447046399815008,0.0494284001179039,16.966148853302002,99.13,"FC4(SIFT(Image), RIF_R(LoG2_R(SobelX_R(SobelY_R(LoG1_R(Min_R(RegionR(Sobel(Image), 46, 49, 49, 54))))))), Hist(Mean(Image)), HOG(Image))",,,,
FEI,gp_modified,2,43,44,112,28,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,261.0,17.08727729995735,0.0719141000881791,15.099440097808838,100.0,"FC4(Hist_R(Max_R(Min_R(SobelY_R(Min_R(SobelY_R(Med_R(GauD_R(Gau_R(Med_R(LoG2_R(SobelY_R(Max_R(Sobel_R(Min_R(Min_R(Max_R(LoG2_R(Med_R(Mean_R(Mean_R(Mean_R(Lap_R(LoG2_R(LoG2_R(Med_R(SobelX_R(Gau_R(Lap_R(Min_R(Gau_R(RegionS(Image, 20, 41, 1), 1))), 1))))))))))))))))))), 1), 1, 0, 2)))))))), RIF(Mean(Image)), uLBP(Mean(Image)), SIFT(Gau(Image, 1)))",,,,
FEI,gp_modified,3,43,45,112,28,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,646.0,11.626413699937984,0.0329077001661062,11.211525678634644,97.31,"FC3(Hist_R(SobelY_R(Mean_R(RegionR(Min(Image), 61, 60, 22, 60)))), HOG(GauD(Min(Lap(Mean(Image))), 3, 0, 0)), DIF_R(Sobel_R(Mean_R(RegionR(Min(Image), 61, 5, 22, 60)))))",,,,
FEI,gp_modified,4,43,46,112,28,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,640.0,9.622396999970078,0.0363508998416364,9.238112688064575,99.13,"FC3(HOG(Image), HOG_R(GauD_R(Gau_R(Lap_R(Med_R(Med_R(SobelY_R(SobelY_R(Lap_R(RegionR(LoG2(Image), 32, 59, 56, 19))))))), 3), 2, 1, 0)), RIF(Image))",,,,
FEI,gp_modified,5,43,47,112,28,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,138.0,9.786787600023672,0.0407302000094205,9.411266088485718,99.13,"FC2(SIFT(Image), RIF(Image))",,,,
FEI,gp_original,1,42,42,112,28,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,740.0,10.105066200019792,0.0380717001389712,9.91961932182312,100.0,"FC4(Hist(Image), HOG_R(GauD_R(RegionR(Image, 38, 31, 7, 56), 1, 0, 1)), HOG(Image), Hist(Image))",,,,
FEI,gp_original,2,42,43,112,28,,,,,,,,,1.0,1.0,1.0,1.0,0.9642857142857144,0.9666666666666666,0.965714285714286,0.9632653061224488,827.0,11.373266299953684,0.0436939999926835,11.037565231323242,100.0,"FC4(HOG(Image), Hist(Image), SIFT_R(Med_R(Sobel_R(Med_R(Min_R(Med_R(RegionS(Image, 17, 33, 54))))))), uLBP_R(SobelX_R(SobelY_R(LoG1_R(LoG1_R(RegionS(Mean(Image), 42, 28, 43)))))))",,,,
FEI,gp_original,3,42,44,112,28,,,,,,,,,1.0,1.0,1.0,1.0,0.9642857142857144,0.9666666666666666,0.96,0.9642857142857144,731.0,10.9180325998459,0.0531347999349236,10.408461093902588,100.0,"FC4(SIFT(Image), HOG_R(SobelY_R(Med_R(GauD_R(Gau_R(Med_R(LoG2_R(SobelY_R(Max_R(Sobel_R(Min_R(Min_R(Max_R(LoG2_R(Med_R(Mean_R(Mean_R(Mean_R(Lap_R(LoG2_R(LoG2_R(Med_R(SobelX_R(Gau_R(Lap_R(Min_R(Gau_R(RegionS(Image, 20, 41, 1), 1))), 1))))))))))))))))))), 1), 1, 0, 2)))), DIF_R(Lap_R(RegionS(GauD(Image, 1, 1, 0), 30, 18, 58))), HOG(LoG1(Gau(Gau(Image, 2), 2))))",,,,
FEI,gp_original,4,42,45,112,28,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,594.0,8.867269500158727,0.0372895000036805,8.696888446807861,100.0,"FC2(HOG(Image), DIF(Gau(Image, 1)))",,,,
FEI,gp_original,5,42,46,112,28,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,418.0,13.597205199999737,0.0792500001844018,12.92144250869751,100.0,"FC4(HOG_R(Gau_R(Mean_R(Min_R(GauD_R(Max_R(Max_R(Gau_R(RegionR(Image, 22, 31, 34, 37), 3))), 2, 2, 0))), 1)), SIFT(Min(Min(SobelX(Image)))), SIFT(Med(GauD(Sobel(Image), 3, 0, 0))), DIF(Max(Gau(GauD(Image, 3, 1, 0), 2))))",,,,
FEI,gp_original,1,43,43,112,28,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,689.0,11.153965499950573,0.0407994000706821,10.86306619644165,100.0,"FC4(HOG(Image), uLBP(Image), HOG_R(Min_R(RegionS(Image, 3, 43, 43))), DIF(Image))",,,,
FEI,gp_original,2,43,44,112,28,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,187.0,10.020620699971914,0.0380210999865084,9.61243486404419,100.0,"FC2(uLBP(Image), SIFT(LoG1(Max(Max(Image)))))",,,,
FEI,gp_original,3,43,45,112,28,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,274.0,10.739833900006488,0.116256000008434,10.270514965057371,99.13,"FC3(DIF(Image), SIFT(Image), SIFT(Image))",,,,
FEI,gp_original,4,43,46,112,28,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,528.0,15.468885600101205,0.0913658000063151,13.452230453491213,100.0,"FC4(HOG_R(Gau_R(Mean_R(Min_R(GauD_R(Max_R(Gau_R(RegionR(Image, 22, 22, 34, 37), 3)), 2, 2, 0))), 1)), SIFT(Min(Min(SobelX(Image)))), SIFT(Med(GauD(Sobel(Image), 3, 0, 0))), SIFT(Image))",,,,
FEI,gp_original,5,43,47,112,28,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,512.0,17.81066339998506,0.1603355000261217,17.05049419403076,100.0,"FC4(SIFT(Image), SIFT(Image), SIFT_R(Med_R(SobelY_R(RegionS(Sobel(Image), 41, 16, 57)))), SIFT_R(LoG2_R(Lap_R(Mean_R(Mean_R(RegionR(Lap(Image), 54, 57, 30, 57)))))))",,,,
FEI,mlp,1,42,42,112,28,50.0,64.0,0.001,1.640443400014192,cpu,2.3407223905835832,0.1015626043081283,-2.239159786275455,0.9910714285714286,0.990909090909091,0.9908902691511386,0.991052942916297,0.9642857142857144,0.9666666666666666,0.9657142857142856,0.9632653061224488,,,,,,,,,,
FEI,mlp,2,42,43,112,28,50.0,64.0,0.001,1.907995000015944,cpu,2.44682206426348,0.1197250581213406,-2.3270970061421394,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
FEI,mlp,3,42,44,112,28,50.0,64.0,0.001,1.7434143999125808,cpu,2.3836991105760847,0.0741568686706679,-2.309542241905417,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
FEI,mlp,4,42,45,112,28,50.0,64.0,0.001,1.799861199920997,cpu,2.321035998208182,0.0820626190730503,-2.238973379135132,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
FEI,mlp,5,42,46,112,28,50.0,64.0,0.001,1.6785957000683993,cpu,2.502072334289551,0.0965372483645166,-2.405535085925034,0.9910714285714286,0.990909090909091,0.9908902691511386,0.991052942916297,0.9285714285714286,0.9166666666666666,0.918095238095238,0.9241496598639456,,,,,,,,,,
FEI,mlp,1,43,43,112,28,50.0,64.0,0.001,0.7343381000682712,cpu,2.4444994245256697,0.1067855097353458,-2.337713914790324,0.9910714285714286,0.990909090909091,0.9908902691511386,0.991052942916297,0.9642857142857144,0.9666666666666666,0.9657142857142856,0.9632653061224488,,,,,,,,,,
FEI,mlp,2,43,44,112,28,50.0,64.0,0.001,0.7831254999618977,cpu,2.3795083250318254,0.0764159602778298,-2.303092364753996,1.0,1.0,1.0,1.0,0.9642857142857144,0.9666666666666666,0.96,0.9642857142857144,,,,,,,,,,
FEI,mlp,3,43,45,112,28,50.0,64.0,0.001,0.7776835998520255,cpu,2.336827652794974,0.0884038465363638,-2.2484238062586104,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
FEI,mlp,4,43,46,112,28,50.0,64.0,0.001,0.788183500058949,cpu,2.473966291972569,0.0980855758701052,-2.375880716102464,0.9910714285714286,0.990909090909091,0.9908902691511386,0.991052942916297,1.0,1.0,1.0,1.0,,,,,,,,,,
FEI,mlp,5,43,47,112,28,50.0,64.0,0.001,0.7559274001978338,cpu,2.3849397046225413,0.0755380631557532,-2.309401641466788,1.0,1.0,1.0,1.0,0.9285714285714286,0.9333333333333332,0.9314285714285716,0.926530612244898,,,,,,,,,,
FEI,mlp,1,44,44,112,28,50.0,64.0,0.001,0.7703939999919385,cpu,2.3978774547576904,0.1286990961858204,-2.26917835857187,0.9910714285714286,0.990909090909091,0.9908902691511386,0.991052942916297,0.9285714285714286,0.9333333333333332,0.9257142857142858,0.9275510204081634,,,,,,,,,,
FEI,mlp,2,44,45,112,28,50.0,64.0,0.001,0.7858991001266986,cpu,2.340431996754237,0.0752562273825917,-2.2651757693716457,0.9910714285714286,0.9916666666666666,0.9913043478260868,0.9910714285714286,0.9642857142857144,0.9666666666666666,0.965714285714286,0.9632653061224488,,,,,,,,,,
FEI,mlp,3,44,46,112,28,50.0,64.0,0.001,0.8211402001325041,cpu,2.483844654900687,0.1189712722386632,-2.364873382662024,0.9910714285714286,0.990909090909091,0.9908902691511388,0.991052942916297,1.0,1.0,1.0,1.0,,,,,,,,,,
FEI,mlp,4,44,47,112,28,50.0,64.0,0.001,0.7892633001320064,cpu,2.372931139809745,0.0785608153258051,-2.2943703244839395,0.9910714285714286,0.9916666666666666,0.9913043478260868,0.9910714285714286,0.9285714285714286,0.9333333333333332,0.9314285714285716,0.926530612244898,,,,,,,,,,
FEI,mlp,5,44,48,112,28,50.0,64.0,0.001,0.7857870999723673,cpu,2.4742206845964705,0.1167855965239661,-2.357435088072505,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
KSDD2,cnn,1,42,42,2669,668,50.0,64.0,0.001,354.8373896998819,cpu,0.3789059235032197,0.1591265621190662,-0.2197793613841534,0.956912701386287,0.8121475038266808,0.8666164018347389,0.9529242036374254,0.9416167664670658,0.7687852407577795,0.8173366147115122,0.9359779211061062,,,,,,,0.952127659574468,0.6280701754385964,0.8478260869565217,0.5492957746478874
KSDD2,cnn,2,42,43,2669,668,50.0,64.0,0.001,473.505680100061,cpu,0.408166223393705,0.1430179506383973,-0.2651482727553077,0.9587860621955788,0.8140926270410724,0.8711849979817126,0.9548060047574204,0.940119760479042,0.7527498135719612,0.808194791397479,0.9329758090847334,,,,,,,0.9728260869565216,0.6302816901408451,0.8809523809523809,0.5138888888888888
KSDD2,cnn,3,42,44,2670,667,50.0,64.0,0.001,431.6647025998682,cpu,0.3844862939266676,0.1244341318275821,-0.2600521620990855,0.9621722846441948,0.824351759902902,0.8824095767712802,0.9585813305380472,0.9385307346326835,0.7546908970602136,0.8049220672682527,0.9319955280768148,,,,,,,0.9946236559139784,0.6491228070175439,0.8409090909090909,0.5211267605633803
KSDD2,cnn,4,42,45,2670,667,50.0,64.0,0.001,281.40714040002786,cpu,0.3845864115136393,0.1641639941528941,-0.2204224173607451,0.9573033707865168,0.8185369083085071,0.8695216049382716,0.953695900957137,0.967016491754123,0.8574770772284714,0.902199413489736,0.9648678593254691,,,,,,,0.9384615384615383,0.6421052631578947,0.9622641509433962,0.7183098591549296
KSDD2,cnn,5,42,46,2670,667,50.0,64.0,0.001,321.5072866999544,cpu,0.3925314751233947,0.1367404541663462,-0.2557910209570485,0.9591760299625468,0.8226746110559418,0.8750096095247462,0.95568030004021,0.9580209895052474,0.8338335381416013,0.8755265262596641,0.9552863664142336,,,,,,,0.9536082474226804,0.6491228070175439,0.9056603773584906,0.676056338028169
KSDD2,cnn,1,43,43,2669,668,50.0,64.0,0.001,142.20112969982438,cpu,0.3806381937759831,0.1386537072351694,-0.2419844865408137,0.9509179467965532,0.8412295419757447,0.8630218721364049,0.9493146039940528,0.9476047904191616,0.8341826503409064,0.8538740867130419,0.9460280122259744,,,,,,,0.8130081300813008,0.7017543859649122,0.7903225806451613,0.6901408450704225
KSDD2,cnn,2,43,44,2669,668,50.0,64.0,0.001,173.60446810000576,cpu,0.3828811061074109,0.1114551367474745,-0.2714259693599363,0.968902210565755,0.8678315174063247,0.9089117826649205,0.9671019438004946,0.9550898203592816,0.8038777032065623,0.8605660849962429,0.9506214255966652,,,,,,,0.958904109589041,0.7394366197183099,0.9565217391304348,0.6111111111111112
KSDD2,cnn,3,43,45,2670,667,50.0,64.0,0.001,172.1423629000783,cpu,0.3823200459337413,0.1493581654901584,-0.2329618804435828,0.9595505617977528,0.8213395123027696,0.8754526481645291,0.9559474606667032,0.9550224887556222,0.8197490310993478,0.8646729427041064,0.9517069090840068,,,,,,,0.9633507853403142,0.6456140350877193,0.9019607843137256,0.647887323943662
KSDD2,cnn,4,43,46,2670,667,50.0,64.0,0.001,158.51586679997854,cpu,0.3926548537466856,0.143369802341479,-0.2492850514052066,0.9576779026217228,0.8141123248372504,0.8689408889570395,0.953760064512722,0.9490254872563718,0.7853766896682106,0.8394909688013137,0.9438568892893456,,,,,,,0.9574468085106383,0.631578947368421,0.9111111111111112,0.5774647887323944
KSDD2,cnn,5,43,47,2670,667,50.0,64.0,0.001,181.95314579992555,cpu,0.3939654559678353,0.129002353214146,-0.2649631027536892,0.9636704119850188,0.83754827319872,0.8896003335136455,0.96072386565351,0.9535232383808095,0.8189101049248511,0.8611844004484637,0.9502981686736136,,,,,,,0.9747474747474748,0.6771929824561403,0.8846153846153846,0.647887323943662
KSDD2,cnn,1,44,44,2669,668,50.0,64.0,0.001,202.43121229996905,cpu,0.3712115559786971,0.1362993251902193,-0.2349122307884778,0.9625327838141626,0.8492758742493818,0.890059283132153,0.960258580747076,0.9595808383233532,0.8532922830113007,0.8841640816169245,0.9577618812970388,,,,,,,0.9262672811059908,0.7052631578947368,0.8793103448275862,0.7183098591549296
KSDD2,cnn,2,44,45,2669,668,50.0,64.0,0.001,266.434524100041,cpu,0.3967484004736929,0.1480694839283517,-0.2486789165453412,0.9602847508430123,0.8226858003366109,0.8772892724294914,0.9567305025647114,0.9565868263473054,0.8413497390007457,0.8755836432181783,0.9543325633659752,,,,,,,0.968421052631579,0.647887323943662,0.8771929824561403,0.6944444444444444
KSDD2,cnn,3,44,46,2670,667,50.0,64.0,0.001,201.4683650000952,cpu,0.4031286945503749,0.1204888539702704,-0.2826398405801044,0.9655430711610486,0.8586781418956195,0.8992181653471976,0.9635220906514852,0.9460269865067468,0.7836988373192173,0.8326549955396967,0.9410708338961652,,,,,,,0.9406392694063926,0.7228070175438597,0.8723404255319149,0.5774647887323944
KSDD2,cnn,4,44,47,2670,667,50.0,64.0,0.001,229.76774509996176,cpu,0.3968098227227671,0.1228264145860064,-0.2739834081367607,0.9655430711610486,0.8494096877413659,0.8970156161957659,0.9630889198813002,0.9400299850074962,0.7679364779279705,0.8140611061552185,0.9345231487735168,,,,,,,0.966183574879227,0.7017543859649122,0.8297872340425532,0.5492957746478874
KSDD2,cnn,5,44,48,2670,667,50.0,64.0,0.001,190.3570298999548,cpu,0.4095935851447144,0.1038871807663628,-0.3057064043783516,0.9711610486891386,0.8710912501379234,0.9151975033194616,0.96938074226659,0.9430284857571214,0.7696143302769638,0.8206075533661741,0.9372518174410334,,,,,,,0.9814814814814816,0.743859649122807,0.8666666666666667,0.5492957746478874
KSDD2,eoh,1,42,42,2669,668,,,,,,,,,0.941925814911952,0.7543293006004945,0.8115422968975852,0.9348193258670248,0.938622754491018,0.754700733715526,0.8049496136452658,0.93209621777703,8.0,477.4277084,0.1412786999999298,395.3271979000001,0.05993,"import numpy as np

def extract_features(image: np.ndarray) -> np.ndarray:
    image = np.asarray(image, dtype=float)
    h, w = image.shape

    # Edge magnitude
    sobel_x = np.array([[-1, 0, 1], [-2, 0, 2], [-1, 0, 1]], dtype=float)
    sobel_y = np.array([[-1, -2, -1], [0, 0, 0], [1, 2, 1]], dtype=float)
    
    # Pad image for convolution
    padded = np.pad(image, 1, mode='edge')
    grad_x = np.zeros_like(image)
    grad_y = np.zeros_like(image)
    
    for i in range(h):
        for j in range(w):
            region = padded[i:i+3, j:j+3]
            grad_x[i, j] = np.sum(region * sobel_x)
            grad_y[i, j] = np.sum(region * sobel_y)
    
    edge_mag = np.sqrt(grad_x**2 + grad_y**2)
    edge_mag /= (np.max(edge_mag) + 1e-10)
    
    # Percentile-based regions
    p10 = np.percentile(image, 10)
    p90 = np.percentile(image, 90)
    low_region = image < p10
    high_region = image > p90
    
    # Directional ratios in central band
    central_band = image[int(0.3*h):int(0.7*h), :]
    band_half = central_band.shape[1] // 2
    left_band = central_band[:, :band_half]
    right_band = central_band[:, band_half:]
    
    # Edge density in low vs high regions
    edge_low = np.mean(edge_mag[low_region]) if np.any(low_region) else 0.0
    edge_high = np.mean(edge_mag[high_region]) if np.any(high_region) else 0.0
    
    # Vertical vs horizontal gradient energy
    vert_energy = np.mean(grad_y**2)
    horiz_energy = np.mean(grad_x**2)
    
    # Contrast between central horizontal band and outer areas
    outer = np.concatenate([image[:int(0.3*h), :], image[int(0.7*h):, :]])
    center_mean = np.mean(central_band)
    outer_mean = np.mean(outer)
    
    # Edge density ratio
    edge_density = np.mean(edge_mag > 0.5)
    
    return np.array([
        edge_low - edge_high,           # Edge contrast between dark and bright areas
        vert_energy / (horiz_energy + 1e-10),  # Gradient orientation ratio
        center_mean - outer_mean,       # Center-surround intensity difference
        np.mean(edge_mag) * 10,         # Overall edge magnitude
        np.mean(left_band) - np.mean(right_band),  # Horizontal asymmetry
        np.std(edge_mag[edge_mag > 0.3]) if np.any(edge_mag > 0.3) else 0.0,  # Edge variability
        edge_density * 5,               # Edge density
        np.mean(image > (p10 + p90) / 2)  # Mid-high intensity proportion
    ], dtype=float)",0.8963414634146342,0.5157894736842106,0.8409090909090909,0.5211267605633803
KSDD2,eoh,2,42,43,2669,668,,,,,,,,,0.9449231922068192,0.7582573006171198,0.8190704570241436,0.9378559900963812,0.93562874251497,0.7135999254287845,0.7777726200146997,0.9246937713293384,8.0,541.6030514999998,0.436354499999652,540.6584037000002,0.06554,"import numpy as np

def extract_features(image: np.ndarray) -> np.ndarray:
    image = np.asarray(image, dtype=float)
    h, w = image.shape

    # Sobel-like edge magnitudes (deterministic)
    gx = np.zeros_like(image)
    gy = np.zeros_like(image)
    if w >= 3:
        gx[:, 1:-1] = (image[:, 2:] - image[:, :-2]) / 2.0
    if h >= 3:
        gy[1:-1, :] = (image[2:, :] - image[:-2, :]) / 2.0
    edge_mag = np.sqrt(gx**2 + gy**2)

    # Row and column variance (orientation/structure)
    row_var = np.var(image, axis=1)
    col_var = np.var(image, axis=0)
    row_var_mean = np.mean(row_var)
    col_var_mean = np.mean(col_var)
    var_ratio = row_var_mean / (col_var_mean + 1e-12)

    # Local binary pattern like texture: compare each pixel to its right and below neighbour
    right_diff = np.zeros_like(image)
    down_diff = np.zeros_like(image)
    if w > 1 and h > 1:
        right_diff[:, :-1] = (image[:, 1:] > image[:, :-1]).astype(float)
        down_diff[:-1, :] = (image[1:, :] > image[:-1, :]).astype(float)
    texture = np.mean(right_diff * down_diff)  # high when both horizontal and vertical transitions agree

    # Quadrant symmetry (top-bottom and left-right intensity differences)
    top_bottom = np.abs(np.mean(image[:h//2, :]) - np.mean(image[h//2:, :]))
    left_right = np.abs(np.mean(image[:, :w//2]) - np.mean(image[:, w//2:]))

    # Low-intensity proportion (dark pixel ratio)
    low_thresh = np.mean(image) - np.std(image)
    dark_ratio = np.mean(image < low_thresh)

    # Edge magnitude statistics
    edge_mean = np.mean(edge_mag)
    edge_std = np.std(edge_mag)

    return np.array([
        var_ratio,
        top_bottom,
        left_right,
        texture,
        edge_mean,
        edge_std,
        dark_ratio,
        np.mean(edge_mag > np.mean(edge_mag) + np.std(edge_mag))
    ], dtype=float)",0.9308176100628932,0.5211267605633803,0.9393939393939394,0.4305555555555556
KSDD2,eoh,3,42,44,2670,667,,,,,,,,,0.9438202247191012,0.7615579830078341,0.8187270976058398,0.9371651349989186,0.934032983508246,0.7211574818035731,0.7783517612228867,0.924564000399655,8.0,382.6055019,0.0700205000002824,372.9805830000005,0.05993,"import numpy as np

def extract_features(image: np.ndarray) -> np.ndarray:
    image = np.asarray(image, dtype=float)
    h, w = image.shape

    # 1. Row-wise linear trend magnitude (average slope)
    x = np.arange(w, dtype=float)
    x_mean = x - np.mean(x)
    row_slopes = np.sum(image * x_mean, axis=1) / np.sum(x_mean**2)
    row_trend = np.mean(np.abs(row_slopes))

    # 2. Column-wise quadratic curvature magnitude
    y = np.arange(h, dtype=float)
    y_mean = y - np.mean(y)
    y2_mean = y_mean**2 - np.mean(y_mean**2)
    denom = np.sum(y_mean**4) - (np.sum(y_mean**2)**2)/h + 1e-10
    col_curv = np.zeros(w)
    for i in range(w):
        coeffs = np.polyfit(y, image[:, i], 2)
        col_curv[i] = coeffs[0]
    quadratic_curv = np.mean(np.abs(col_curv))

    # 3. Circular band intensity variance (polar rings)
    cy, cx = h/2.0, w/2.0
    yy, xx = np.mgrid[0:h, 0:w]
    r = np.sqrt((xx - cx)**2 + (yy - cy)**2)
    r_max = np.max(r)
    ring_means = []
    for k in range(5):
        mask = (r >= k*r_max/5) & (r < (k+1)*r_max/5)
        if mask.sum() > 0:
            ring_means.append(np.mean(image[mask]))
        else:
            ring_means.append(0.0)
    ring_variance = np.std(ring_means)

    # 4. Gradient orientation entropy (8-bin histogram)
    gy, gx = np.gradient(image)
    angle = np.arctan2(gy, gx)
    angle_flat = angle.ravel()
    hist, _ = np.histogram(angle_flat, bins=8, range=(-np.pi, np.pi))
    prob = hist / (hist.sum() + 1e-10)
    entropy = -np.sum(prob * np.log(prob + 1e-10))

    # 5. Co-occurrence contrast via shifted dot product (horizontal offset 2)
    shift = 2
    slice1 = image[:, 0:w-shift]
    slice2 = image[:, shift:]
    cooccurrence = np.mean((slice1 - slice2)**2)

    # 6. Inter-quadrant mean difference (top vs bottom)
    top = image[:h//2, :]
    bottom = image[h//2:, :]
    top_bottom_diff = np.abs(np.mean(top) - np.mean(bottom))

    # 7. Intensity range within center 50%
    center = image[int(0.25*h):int(0.75*h), int(0.25*w):int(0.75*w)]
    center_range = np.ptp(center)

    # 8. Proportion of pixels with large local contrast (max-min in 3x3 neighborhood)
    padded = np.pad(image, 1, mode='edge')
    patches = np.lib.stride_tricks.sliding_window_view(padded, (3, 3))
    local_min = patches.min(axis=(2, 3))
    local_max = patches.max(axis=(2, 3))
    contrast_map = local_max - local_min
    threshold_c = np.mean(contrast_map) + np.std(contrast_map)
    high_contrast_prop = np.mean(contrast_map > threshold_c)

    return np.array([
        row_trend,
        quadratic_curv,
        ring_variance,
        entropy,
        cooccurrence,
        top_bottom_diff,
        center_range,
        high_contrast_prop,
    ], dtype=float)",0.9041916167664672,0.5298245614035088,0.8648648648648649,0.4507042253521127
KSDD2,eoh,4,42,45,2670,667,,,,,,,,,0.9404494382022472,0.730321085733201,0.7958883422256262,0.9309921702411598,0.9505247376311844,0.773808961149447,0.8378599367969769,0.9442430670810756,8.0,320.5843020000002,0.1991349999998419,319.05682439999964,0.05243,"import numpy as np

def extract_features(image: np.ndarray) -> np.ndarray:
    image = np.asarray(image, dtype=float)
    h, w = image.shape

    # Multi-scale regional differences
    quarters = [
        image[:h//2, :w//2],
        image[:h//2, w//2:],
        image[h//2:, :w//2],
        image[h//2:, w//2:]
    ]
    regional_means = [np.mean(q) for q in quarters]
    regional_diff = np.std(regional_means)

    # Directional gradient anisotropies
    dx = np.diff(image, axis=1)
    dy = np.diff(image, axis=0)
    dx_energy = np.mean(dx**2)
    dy_energy = np.mean(dy**2)
    anisotropy = (dy_energy - dx_energy) / (dy_energy + dx_energy + 1e-10)

    # Skewness-based contrast
    centered = image - np.mean(image)
    skewness = np.mean(centered**3) / (np.std(image)**3 + 1e-10)

    # Row/column variability texture
    row_variability = np.mean(np.std(image, axis=1))
    col_variability = np.mean(np.std(image, axis=0))

    # Directional gradient ratio
    grad_ratio = (np.mean(np.abs(dy)) + 1e-10) / (np.mean(np.abs(dx)) + 1e-10)

    # Edge density (proportion of strong gradient pixels)
    grad_mag = np.sqrt(dx[:-1,:]**2 + dy[:,:-1]**2)
    edge_threshold = np.mean(grad_mag) + np.std(grad_mag)
    edge_density = np.mean(grad_mag > edge_threshold)

    return np.array([
        regional_diff,
        anisotropy,
        skewness,
        row_variability,
        col_variability,
        grad_ratio,
        edge_density,
        np.mean(image) * np.std(centre := image[int(0.2*h):int(0.85*h), int(0.2*w):int(0.8*w)]),
    ], dtype=float)",0.9565217391304348,0.4631578947368421,0.975,0.5492957746478874
